"Pays";"YEAR";"GEO_RESIDENCE_Niv2";"GEO_NAISSANCE_Niv2";"GEO_RESIDENCE_Niv1";"GEO_NAISSANCE_Niv1";"POP_Total_IPUMS";"SEXE_Hom_IPUMS";"SEXE_Fem_IPUMS";"AGE_0014_IPUMS";"AGE_1529_IPUMS";"AGE_3044_IPUMS";"AGE_4559_IPUMS";"AGE_6074_IPUMS";"AGE_75pl_IPUMS";"COD_RESIDENCE_Niv2";"COD_NAISSANCE_Niv2";"COD_NAISSANCE_Niv1";"COD_RESIDENCE_Niv1"
"Burkina Faso";2006;"Boulkiemde";"Ganzourgou";"Centre-Ouest";"Plateau";120;80;40;20;50;50;0;0;0;"BF5001";"BF5501";"BF55";"BF50"
"Burkina Faso";2006;"Boulkiemde";"Gnagna";"Centre-Ouest";"Est";110;50;60;20;30;40;20;0;0;"BF5001";"BF5201";"BF52";"BF50"
"Burkina Faso";2006;"Boulkiemde";"Gourma";"Centre-Ouest";"Est";230;90;140;70;80;60;0;10;10;"BF5001";"BF5202";"BF52";"BF50"
"Burkina Faso";2006;"Boulkiemde";"Houet";"Centre-Ouest";"Hauts-Bassins";2280;930;1350;820;790;520;120;10;10;"BF5001";"BF5301";"BF53";"BF50"
"Burkina Faso";2006;"Boulkiemde";"Kadiogo";"Centre-Ouest";"Centre";5860;2480;3380;1960;2000;1130;440;250;70;"BF5001";"BF1300";"BF13";"BF50"
"Burkina Faso";2006;"Boulkiemde";"Kenedougou";"Centre-Ouest";"Hauts-Bassins";140;70;70;70;40;10;20;0;0;"BF5001";"BF5302";"BF53";"BF50"
"Burkina Faso";2006;"Boulkiemde";"Kossi";"Centre-Ouest";"Boucle du Mouhoun";360;130;230;170;90;90;0;10;0;"BF5001";"BF4603";"BF46";"BF50"
"Burkina Faso";2006;"Boulkiemde";"Kouritenga";"Centre-Ouest";"Centre-Est";190;100;90;20;50;70;30;20;0;"BF5001";"BF4803";"BF48";"BF50"
"Burkina Faso";2006;"Boulkiemde";"Mouhoun";"Centre-Ouest";"Boucle du Mouhoun";730;390;340;190;320;140;70;10;0;"BF5001";"BF4604";"BF46";"BF50"
"Burkina Faso";2006;"Boulkiemde";"Nahouri";"Centre-Ouest";"Centre-Sud";170;70;100;30;60;60;20;0;0;"BF5001";"BF5102";"BF51";"BF50"
"Burkina Faso";2006;"Boulkiemde";"Namentenga";"Centre-Ouest";"Centre-Nord";70;50;20;10;10;10;10;20;0;"BF5001";"BF4902";"BF49";"BF50"
"Burkina Faso";2006;"Boulkiemde";"Oubritenga";"Centre-Ouest";"Plateau";560;440;120;80;400;70;0;10;0;"BF5001";"BF5503";"BF55";"BF50"
"Burkina Faso";2006;"Boulkiemde";"Oudalan";"Centre-Ouest";"Sahel";10;10;0;0;10;0;0;0;0;"BF5001";"BF5601";"BF56";"BF50"
"Burkina Faso";2006;"Boulkiemde";"Passore";"Centre-Ouest";"Nord";3040;1160;1880;490;960;830;360;320;80;"BF5001";"BF5402";"BF54";"BF50"
"Burkina Faso";2006;"Boulkiemde";"Poni";"Centre-Ouest";"Sud-Ouest";230;110;120;50;120;30;20;10;0;"BF5001";"BF5704";"BF57";"BF50"
"Burkina Faso";2006;"Boulkiemde";"Sanguie";"Centre-Ouest";"Centre-Ouest";6430;1680;4750;1300;2080;1540;810;500;170;"BF5001";"BF5002";"BF50";"BF50"
"Burkina Faso";2006;"Boulkiemde";"Sanmatenga";"Centre-Ouest";"Centre-Nord";330;210;120;40;150;70;50;20;0;"BF5001";"BF4903";"BF49";"BF50"
"Burkina Faso";2006;"Boulkiemde";"Seno";"Centre-Ouest";"Sahel";160;100;60;40;60;40;10;0;0;"BF5001";"BF5602";"BF56";"BF50"
"Burkina Faso";2006;"Boulkiemde";"Sissili";"Centre-Ouest";"Centre-Ouest";1020;480;540;240;450;230;70;30;0;"BF5001";"BF5003";"BF50";"BF50"
"Burkina Faso";2006;"Boulkiemde";"Soum";"Centre-Ouest";"Sahel";100;20;80;0;30;60;10;0;0;"BF5001";"BF5603";"BF56";"BF50"
"Burkina Faso";2006;"Boulkiemde";"Sourou";"Centre-Ouest";"Boucle du Mouhoun";320;160;160;40;80;90;50;40;10;"BF5001";"BF4606";"BF46";"BF50"
"Burkina Faso";2006;"Boulkiemde";"Tapoa";"Centre-Ouest";"Est";40;40;0;10;20;10;0;0;0;"BF5001";"BF5205";"BF52";"BF50"
"Burkina Faso";2006;"Boulkiemde";"Yatenga";"Centre-Ouest";"Nord";640;310;330;170;140;230;50;30;20;"BF5001";"BF5403";"BF54";"BF50"
"Burkina Faso";2006;"Boulkiemde";"Zoundweogo";"Centre-Ouest";"Centre-Sud";100;50;50;10;30;40;10;10;0;"BF5001";"BF5103";"BF51";"BF50"
"Burkina Faso";2006;"Boulkiemde";"Bale";"Centre-Ouest";"Boucle du Mouhoun";720;280;440;170;330;90;100;20;0;"BF5001";"BF4601";"BF46";"BF50"
"Burkina Faso";2006;"Boulkiemde";"Banwa";"Centre-Ouest";"Boucle du Mouhoun";160;90;70;80;70;10;0;0;0;"BF5001";"BF4602";"BF46";"BF50"
"Burkina Faso";2006;"Boulkiemde";"Ioba";"Centre-Ouest";"Sud-Ouest";200;90;110;50;40;110;0;0;0;"BF5001";"BF5702";"BF57";"BF50"
"Burkina Faso";2006;"Boulkiemde";"Kompienga";"Centre-Ouest";"Est";30;0;30;20;10;0;0;0;0;"BF5001";"BF5204";"BF52";"BF50"
"Burkina Faso";2006;"Boulkiemde";"Koulpelogo";"Centre-Ouest";"Centre-Est";90;40;50;10;40;10;20;10;0;"BF5001";"BF4802";"BF48";"BF50"
"Burkina Faso";2006;"Boulkiemde";"Kourweogo";"Centre-Ouest";"Plateau";2420;200;2220;230;540;780;570;210;80;"BF5001";"BF5502";"BF55";"BF50"
"Burkina Faso";2006;"Boulkiemde";"Leraba";"Centre-Ouest";"Cascades";10;10;0;0;10;0;0;0;0;"BF5001";"BF4702";"BF47";"BF50"
"Burkina Faso";2006;"Boulkiemde";"Loroum";"Centre-Ouest";"Nord";50;30;20;20;10;20;0;0;0;"BF5001";"BF5401";"BF54";"BF50"
"Burkina Faso";2006;"Boulkiemde";"Nayala";"Centre-Ouest";"Boucle du Mouhoun";250;110;140;10;100;80;50;10;0;"BF5001";"BF4605";"BF46";"BF50"
"Burkina Faso";2006;"Boulkiemde";"Noumbiel";"Centre-Ouest";"Sud-Ouest";70;30;40;30;0;30;10;0;0;"BF5001";"BF5703";"BF57";"BF50"
"Burkina Faso";2006;"Boulkiemde";"Tuy";"Centre-Ouest";"Hauts-Bassins";120;40;80;30;60;30;0;0;0;"BF5001";"BF5303";"BF53";"BF50"
"Burkina Faso";2006;"Boulkiemde";"Yagha";"Centre-Ouest";"Sahel";10;10;0;10;0;0;0;0;0;"BF5001";"BF5604";"BF56";"BF50"
"Burkina Faso";2006;"Boulkiemde";"Ziro";"Centre-Ouest";"Centre-Ouest";690;270;420;220;260;120;30;40;10;"BF5001";"BF5004";"BF50";"BF50"
"Burkina Faso";2006;"Boulkiemde";"Zondoma";"Centre-Ouest";"Nord";150;80;70;20;70;40;20;0;0;"BF5001";"BF5404";"BF54";"BF50"
"Burkina Faso";2006;"Boulkiemde";"Foreign country";"Centre-Ouest";NA;39320;18010;21310;21880;12890;3270;690;210;40;"BF5001";NA;NA;"BF50"
"Burkina Faso";2006;"Boulkiemde";"Unknown";"Centre-Ouest";NA;530;290;240;110;160;170;60;10;10;"BF5001";NA;NA;"BF50"
"Burkina Faso";2006;"Sanguie";"Bazega";"Centre-Ouest";"Centre-Sud";100;30;70;10;50;30;10;0;0;"BF5002";"BF5101";"BF51";"BF50"
"Burkina Faso";2006;"Sanguie";"Bougouriba";"Centre-Ouest";"Sud-Ouest";10;10;0;0;10;0;0;0;0;"BF5002";"BF5701";"BF57";"BF50"
"Burkina Faso";2006;"Sanguie";"Boulgou";"Centre-Ouest";"Centre-Est";100;30;70;20;50;0;0;30;0;"BF5002";"BF4801";"BF48";"BF50"
"Burkina Faso";2006;"Sanguie";"Boulkiemde";"Centre-Ouest";"Centre-Ouest";7740;2730;5010;1350;2100;1860;1320;800;300;"BF5002";"BF5001";"BF50";"BF50"
"Burkina Faso";2006;"Sanguie";"Comoe";"Centre-Ouest";"Cascades";200;100;100;70;70;40;20;0;0;"BF5002";"BF4701";"BF47";"BF50"
"Burkina Faso";2006;"Sanguie";"Ganzourgou";"Centre-Ouest";"Plateau";30;0;30;10;0;20;0;0;0;"BF5002";"BF5501";"BF55";"BF50"
"Burkina Faso";2006;"Sanguie";"Gnagna";"Centre-Ouest";"Est";50;30;20;0;20;20;10;0;0;"BF5002";"BF5201";"BF52";"BF50"
"Burkina Faso";2006;"Sanguie";"Gourma";"Centre-Ouest";"Est";20;20;0;0;20;0;0;0;0;"BF5002";"BF5202";"BF52";"BF50"
"Burkina Faso";2006;"Sanguie";"Houet";"Centre-Ouest";"Hauts-Bassins";760;270;490;240;370;100;40;0;0;"BF5002";"BF5301";"BF53";"BF50"
"Burkina Faso";2006;"Sanguie";"Kadiogo";"Centre-Ouest";"Centre";1090;440;650;340;440;180;70;40;20;"BF5002";"BF1300";"BF13";"BF50"
"Burkina Faso";2006;"Sanguie";"Kenedougou";"Centre-Ouest";"Hauts-Bassins";80;20;60;50;10;10;10;0;0;"BF5002";"BF5302";"BF53";"BF50"
"Burkina Faso";2006;"Sanguie";"Kossi";"Centre-Ouest";"Boucle du Mouhoun";100;30;70;40;20;40;0;0;0;"BF5002";"BF4603";"BF46";"BF50"
"Burkina Faso";2006;"Sanguie";"Kouritenga";"Centre-Ouest";"Centre-Est";30;0;30;10;20;0;0;0;0;"BF5002";"BF4803";"BF48";"BF50"
"Burkina Faso";2006;"Sanguie";"Mouhoun";"Centre-Ouest";"Boucle du Mouhoun";370;190;180;60;140;80;40;50;0;"BF5002";"BF4604";"BF46";"BF50"
"Burkina Faso";2006;"Sanguie";"Namentenga";"Centre-Ouest";"Centre-Nord";10;0;10;0;0;10;0;0;0;"BF5002";"BF4902";"BF49";"BF50"
"Burkina Faso";2006;"Sanguie";"Oubritenga";"Centre-Ouest";"Plateau";30;10;20;0;20;10;0;0;0;"BF5002";"BF5503";"BF55";"BF50"
"Burkina Faso";2006;"Sanguie";"Passore";"Centre-Ouest";"Nord";2570;830;1740;320;540;680;570;340;120;"BF5002";"BF5402";"BF54";"BF50"
"Burkina Faso";2006;"Sanguie";"Poni";"Centre-Ouest";"Sud-Ouest";40;20;20;30;10;0;0;0;0;"BF5002";"BF5704";"BF57";"BF50"
"Burkina Faso";2006;"Sanguie";"Sanguie";"Centre-Ouest";"Centre-Ouest";262650;122500;140150;133120;59550;32650;18900;12570;4890;"BF5002";"BF5002";"BF50";"BF50"
"Burkina Faso";2006;"Sanguie";"Sanmatenga";"Centre-Ouest";"Centre-Nord";130;70;60;50;20;30;10;10;10;"BF5002";"BF4903";"BF49";"BF50"
"Burkina Faso";2006;"Sanguie";"Seno";"Centre-Ouest";"Sahel";20;20;0;0;0;10;10;0;0;"BF5002";"BF5602";"BF56";"BF50"
"Burkina Faso";2006;"Sanguie";"Sissili";"Centre-Ouest";"Centre-Ouest";910;280;630;200;370;190;110;20;20;"BF5002";"BF5003";"BF50";"BF50"
"Burkina Faso";2006;"Sanguie";"Soum";"Centre-Ouest";"Sahel";90;30;60;0;30;20;20;10;0;"BF5002";"BF5603";"BF56";"BF50"
"Burkina Faso";2006;"Sanguie";"Sourou";"Centre-Ouest";"Boucle du Mouhoun";260;110;150;70;60;60;20;40;10;"BF5002";"BF4606";"BF46";"BF50"
"Burkina Faso";2006;"Sanguie";"Tapoa";"Centre-Ouest";"Est";30;20;10;10;10;10;0;0;0;"BF5002";"BF5205";"BF52";"BF50"
"Burkina Faso";2006;"Sanguie";"Yatenga";"Centre-Ouest";"Nord";360;210;150;20;100;100;60;80;0;"BF5002";"BF5403";"BF54";"BF50"
"Burkina Faso";2006;"Sanguie";"Zoundweogo";"Centre-Ouest";"Centre-Sud";10;10;0;0;0;10;0;0;0;"BF5002";"BF5103";"BF51";"BF50"
"Burkina Faso";2006;"Sanguie";"Bale";"Centre-Ouest";"Boucle du Mouhoun";580;250;330;150;220;130;80;0;0;"BF5002";"BF4601";"BF46";"BF50"
"Burkina Faso";2006;"Sanguie";"Banwa";"Centre-Ouest";"Boucle du Mouhoun";100;50;50;50;20;20;0;0;10;"BF5002";"BF4602";"BF46";"BF50"
"Burkina Faso";2006;"Sanguie";"Ioba";"Centre-Ouest";"Sud-Ouest";50;10;40;0;10;10;10;20;0;"BF5002";"BF5702";"BF57";"BF50"
"Burkina Faso";2006;"Sanguie";"Koulpelogo";"Centre-Ouest";"Centre-Est";10;0;10;0;10;0;0;0;0;"BF5002";"BF4802";"BF48";"BF50"
"Burkina Faso";2006;"Sanguie";"Kourweogo";"Centre-Ouest";"Plateau";160;60;100;10;30;70;20;20;10;"BF5002";"BF5502";"BF55";"BF50"
"Burkina Faso";2006;"Sanguie";"Loroum";"Centre-Ouest";"Nord";10;10;0;0;10;0;0;0;0;"BF5002";"BF5401";"BF54";"BF50"
"Burkina Faso";2006;"Sanguie";"Nayala";"Centre-Ouest";"Boucle du Mouhoun";690;200;490;190;190;160;80;70;0;"BF5002";"BF4605";"BF46";"BF50"
"Burkina Faso";2006;"Sanguie";"Tuy";"Centre-Ouest";"Hauts-Bassins";90;40;50;40;30;20;0;0;0;"BF5002";"BF5303";"BF53";"BF50"
"Burkina Faso";2006;"Sanguie";"Ziro";"Centre-Ouest";"Centre-Ouest";130;60;70;20;50;10;30;10;10;"BF5002";"BF5004";"BF50";"BF50"
"Burkina Faso";2006;"Sanguie";"Zondoma";"Centre-Ouest";"Nord";190;90;100;10;10;90;30;50;0;"BF5002";"BF5404";"BF54";"BF50"
"Burkina Faso";2006;"Sanguie";"Foreign country";"Centre-Ouest";NA;18240;8640;9600;8470;6570;2090;490;240;40;"BF5002";NA;NA;"BF50"
"Burkina Faso";2006;"Sanguie";"Unknown";"Centre-Ouest";NA;390;200;190;10;60;150;80;70;20;"BF5002";NA;NA;"BF50"
"Burkina Faso";2006;"Sissili";"Bazega";"Centre-Ouest";"Centre-Sud";590;340;250;110;240;170;60;10;0;"BF5003";"BF5101";"BF51";"BF50"
"Burkina Faso";2006;"Sissili";"Bougouriba";"Centre-Ouest";"Sud-Ouest";80;20;60;0;30;20;30;0;0;"BF5003";"BF5701";"BF57";"BF50"
"Burkina Faso";2006;"Sissili";"Boulgou";"Centre-Ouest";"Centre-Est";300;150;150;80;120;60;40;0;0;"BF5003";"BF4801";"BF48";"BF50"
"Burkina Faso";2006;"Sissili";"Boulkiemde";"Centre-Ouest";"Centre-Ouest";9700;4350;5350;1470;2730;2500;1720;940;320;"BF5003";"BF5001";"BF50";"BF50"
"Burkina Faso";2006;"Sissili";"Comoe";"Centre-Ouest";"Cascades";90;40;50;30;30;30;0;0;0;"BF5003";"BF4701";"BF47";"BF50"
"Burkina Faso";2006;"Sissili";"Ganzourgou";"Centre-Ouest";"Plateau";1170;550;620;410;370;260;100;30;0;"BF5003";"BF5501";"BF55";"BF50"
"Burkina Faso";2006;"Sissili";"Gnagna";"Centre-Ouest";"Est";20;0;20;0;10;10;0;0;0;"BF5003";"BF5201";"BF52";"BF50"
"Burkina Faso";2006;"Sissili";"Gourma";"Centre-Ouest";"Est";130;50;80;30;60;20;10;0;10;"BF5003";"BF5202";"BF52";"BF50"
"Burkina Faso";2006;"Sissili";"Houet";"Centre-Ouest";"Hauts-Bassins";1120;570;550;530;390;140;40;20;0;"BF5003";"BF5301";"BF53";"BF50"
"Burkina Faso";2006;"Sissili";"Kadiogo";"Centre-Ouest";"Centre";2770;1190;1580;850;900;580;310;100;30;"BF5003";"BF1300";"BF13";"BF50"
"Burkina Faso";2006;"Sissili";"Kenedougou";"Centre-Ouest";"Hauts-Bassins";30;10;20;10;10;0;0;10;0;"BF5003";"BF5302";"BF53";"BF50"
"Burkina Faso";2006;"Sissili";"Kossi";"Centre-Ouest";"Boucle du Mouhoun";30;20;10;10;0;20;0;0;0;"BF5003";"BF4603";"BF46";"BF50"
"Burkina Faso";2006;"Sissili";"Kouritenga";"Centre-Ouest";"Centre-Est";380;170;210;120;120;60;60;10;10;"BF5003";"BF4803";"BF48";"BF50"
"Burkina Faso";2006;"Sissili";"Mouhoun";"Centre-Ouest";"Boucle du Mouhoun";150;70;80;50;70;30;0;0;0;"BF5003";"BF4604";"BF46";"BF50"
"Burkina Faso";2006;"Sissili";"Nahouri";"Centre-Ouest";"Centre-Sud";430;190;240;160;160;60;50;0;0;"BF5003";"BF5102";"BF51";"BF50"
"Burkina Faso";2006;"Sissili";"Namentenga";"Centre-Ouest";"Centre-Nord";720;350;370;210;280;160;60;10;0;"BF5003";"BF4902";"BF49";"BF50"
"Burkina Faso";2006;"Sissili";"Oubritenga";"Centre-Ouest";"Plateau";1120;510;610;120;230;270;330;120;50;"BF5003";"BF5503";"BF55";"BF50"
"Burkina Faso";2006;"Sissili";"Oudalan";"Centre-Ouest";"Sahel";10;10;0;0;10;0;0;0;0;"BF5003";"BF5601";"BF56";"BF50"
"Burkina Faso";2006;"Sissili";"Passore";"Centre-Ouest";"Nord";5700;2470;3230;600;1460;1780;1150;520;180;"BF5003";"BF5402";"BF54";"BF50"
"Burkina Faso";2006;"Sissili";"Poni";"Centre-Ouest";"Sud-Ouest";60;30;30;30;20;10;0;0;0;"BF5003";"BF5704";"BF57";"BF50"
"Burkina Faso";2006;"Sissili";"Sanguie";"Centre-Ouest";"Centre-Ouest";2320;1040;1280;660;760;450;290;110;50;"BF5003";"BF5002";"BF50";"BF50"
"Burkina Faso";2006;"Sissili";"Sanmatenga";"Centre-Ouest";"Centre-Nord";3950;1930;2020;900;1250;940;570;220;70;"BF5003";"BF4903";"BF49";"BF50"
"Burkina Faso";2006;"Sissili";"Seno";"Centre-Ouest";"Sahel";70;60;10;20;30;20;0;0;0;"BF5003";"BF5602";"BF56";"BF50"
"Burkina Faso";2006;"Sissili";"Sissili";"Centre-Ouest";"Centre-Ouest";152770;77070;75700;87650;36940;15660;7520;3450;1050;"BF5003";"BF5003";"BF50";"BF50"
"Burkina Faso";2006;"Sissili";"Soum";"Centre-Ouest";"Sahel";530;290;240;40;150;190;130;0;20;"BF5003";"BF5603";"BF56";"BF50"
"Burkina Faso";2006;"Sissili";"Sourou";"Centre-Ouest";"Boucle du Mouhoun";140;90;50;40;50;50;0;0;0;"BF5003";"BF4606";"BF46";"BF50"
"Burkina Faso";2006;"Sissili";"Tapoa";"Centre-Ouest";"Est";30;10;20;20;10;0;0;0;0;"BF5003";"BF5205";"BF52";"BF50"
"Burkina Faso";2006;"Sissili";"Yatenga";"Centre-Ouest";"Nord";2010;850;1160;150;480;750;380;190;60;"BF5003";"BF5403";"BF54";"BF50"
"Burkina Faso";2006;"Sissili";"Zoundweogo";"Centre-Ouest";"Centre-Sud";180;130;50;40;30;40;30;10;30;"BF5003";"BF5103";"BF51";"BF50"
"Burkina Faso";2006;"Sissili";"Bale";"Centre-Ouest";"Boucle du Mouhoun";1380;550;830;350;480;280;150;80;30;"BF5003";"BF4601";"BF46";"BF50"
"Burkina Faso";2006;"Sissili";"Banwa";"Centre-Ouest";"Boucle du Mouhoun";110;60;50;50;50;10;0;0;0;"BF5003";"BF4602";"BF46";"BF50"
"Burkina Faso";2006;"Sissili";"Ioba";"Centre-Ouest";"Sud-Ouest";1240;450;790;220;460;340;130;60;30;"BF5003";"BF5702";"BF57";"BF50"
"Burkina Faso";2006;"Sissili";"Komandjoari";"Centre-Ouest";"Est";10;0;10;0;0;0;0;0;10;"BF5003";"BF5203";"BF52";"BF50"
"Burkina Faso";2006;"Sissili";"Kompienga";"Centre-Ouest";"Est";10;10;0;10;0;0;0;0;0;"BF5003";"BF5204";"BF52";"BF50"
"Burkina Faso";2006;"Sissili";"Koulpelogo";"Centre-Ouest";"Centre-Est";50;30;20;20;0;10;20;0;0;"BF5003";"BF4802";"BF48";"BF50"
"Burkina Faso";2006;"Sissili";"Kourweogo";"Centre-Ouest";"Plateau";1970;880;1090;140;580;510;420;290;30;"BF5003";"BF5502";"BF55";"BF50"
"Burkina Faso";2006;"Sissili";"Loroum";"Centre-Ouest";"Nord";60;20;40;0;0;10;20;30;0;"BF5003";"BF5401";"BF54";"BF50"
"Burkina Faso";2006;"Sissili";"Nayala";"Centre-Ouest";"Boucle du Mouhoun";70;40;30;10;30;20;0;0;10;"BF5003";"BF4605";"BF46";"BF50"
"Burkina Faso";2006;"Sissili";"Noumbiel";"Centre-Ouest";"Sud-Ouest";20;10;10;0;0;10;10;0;0;"BF5003";"BF5703";"BF57";"BF50"
"Burkina Faso";2006;"Sissili";"Tuy";"Centre-Ouest";"Hauts-Bassins";170;60;110;60;60;20;20;0;0;"BF5003";"BF5303";"BF53";"BF50"
"Burkina Faso";2006;"Sissili";"Ziro";"Centre-Ouest";"Centre-Ouest";3970;1680;2290;1330;1170;810;410;150;100;"BF5003";"BF5004";"BF50";"BF50"
"Burkina Faso";2006;"Sissili";"Zondoma";"Centre-Ouest";"Nord";540;260;280;20;140;150;170;50;10;"BF5003";"BF5404";"BF54";"BF50"
"Burkina Faso";2006;"Sissili";"Foreign country";"Centre-Ouest";NA;10940;4580;6360;4860;3390;1520;560;320;30;"BF5003";NA;NA;"BF50"
"Burkina Faso";2006;"Sissili";"Unknown";"Centre-Ouest";NA;2890;1320;1570;340;770;850;610;230;80;"BF5003";NA;NA;"BF50"
"Burkina Faso";2006;"Ziro";"Bazega";"Centre-Ouest";"Centre-Sud";4170;1710;2460;1050;1290;1110;490;170;50;"BF5004";"BF5101";"BF51";"BF50"
"Burkina Faso";2006;"Ziro";"Bougouriba";"Centre-Ouest";"Sud-Ouest";80;30;50;30;20;10;20;0;0;"BF5004";"BF5701";"BF57";"BF50"
"Burkina Faso";2006;"Ziro";"Boulgou";"Centre-Ouest";"Centre-Est";180;90;90;50;60;30;40;0;0;"BF5004";"BF4801";"BF48";"BF50"
"Burkina Faso";2006;"Ziro";"Boulkiemde";"Centre-Ouest";"Centre-Ouest";14010;5540;8470;2470;4430;3450;2290;1020;320;"BF5004";"BF5001";"BF50";"BF50"
"Burkina Faso";2006;"Ziro";"Comoe";"Centre-Ouest";"Cascades";110;60;50;60;20;30;0;0;0;"BF5004";"BF4701";"BF47";"BF50"
"Burkina Faso";2006;"Ziro";"Ganzourgou";"Centre-Ouest";"Plateau";860;420;440;260;350;160;30;30;30;"BF5004";"BF5501";"BF55";"BF50"
"Burkina Faso";2006;"Ziro";"Gnagna";"Centre-Ouest";"Est";190;100;90;50;60;40;30;10;0;"BF5004";"BF5201";"BF52";"BF50"
"Burkina Faso";2006;"Ziro";"Gourma";"Centre-Ouest";"Est";40;40;0;20;10;0;10;0;0;"BF5004";"BF5202";"BF52";"BF50"
"Burkina Faso";2006;"Ziro";"Houet";"Centre-Ouest";"Hauts-Bassins";800;390;410;280;310;190;20;0;0;"BF5004";"BF5301";"BF53";"BF50"
"Burkina Faso";2006;"Ziro";"Kadiogo";"Centre-Ouest";"Centre";6440;3110;3330;1580;2020;1600;920;270;30;"BF5004";"BF1300";"BF13";"BF50"
"Burkina Faso";2006;"Ziro";"Kenedougou";"Centre-Ouest";"Hauts-Bassins";70;30;40;20;10;30;10;0;0;"BF5004";"BF5302";"BF53";"BF50"
"Burkina Faso";2006;"Ziro";"Kossi";"Centre-Ouest";"Boucle du Mouhoun";40;30;10;0;30;10;0;0;0;"BF5004";"BF4603";"BF46";"BF50"
"Burkina Faso";2006;"Ziro";"Kouritenga";"Centre-Ouest";"Centre-Est";190;120;70;80;50;50;0;0;10;"BF5004";"BF4803";"BF48";"BF50"
"Burkina Faso";2006;"Ziro";"Mouhoun";"Centre-Ouest";"Boucle du Mouhoun";50;20;30;20;20;10;0;0;0;"BF5004";"BF4604";"BF46";"BF50"
"Burkina Faso";2006;"Ziro";"Nahouri";"Centre-Ouest";"Centre-Sud";290;140;150;120;90;70;0;10;0;"BF5004";"BF5102";"BF51";"BF50"
"Burkina Faso";2006;"Ziro";"Namentenga";"Centre-Ouest";"Centre-Nord";860;440;420;190;370;190;100;0;10;"BF5004";"BF4902";"BF49";"BF50"
"Burkina Faso";2006;"Ziro";"Oubritenga";"Centre-Ouest";"Plateau";2030;1020;1010;180;490;580;410;230;140;"BF5004";"BF5503";"BF55";"BF50"
"Burkina Faso";2006;"Ziro";"Oudalan";"Centre-Ouest";"Sahel";10;10;0;0;0;10;0;0;0;"BF5004";"BF5601";"BF56";"BF50"
"Burkina Faso";2006;"Ziro";"Passore";"Centre-Ouest";"Nord";3360;1490;1870;560;860;980;580;260;120;"BF5004";"BF5402";"BF54";"BF50"
"Burkina Faso";2006;"Ziro";"Poni";"Centre-Ouest";"Sud-Ouest";150;60;90;80;20;30;20;0;0;"BF5004";"BF5704";"BF57";"BF50"
"Burkina Faso";2006;"Ziro";"Sanguie";"Centre-Ouest";"Centre-Ouest";430;170;260;70;200;100;30;20;10;"BF5004";"BF5002";"BF50";"BF50"
"Burkina Faso";2006;"Ziro";"Sanmatenga";"Centre-Ouest";"Centre-Nord";6630;3270;3360;1530;2480;1510;750;270;70;"BF5004";"BF4903";"BF49";"BF50"
"Burkina Faso";2006;"Ziro";"Seno";"Centre-Ouest";"Sahel";150;90;60;40;40;40;20;10;0;"BF5004";"BF5602";"BF56";"BF50"
"Burkina Faso";2006;"Ziro";"Sissili";"Centre-Ouest";"Centre-Ouest";3510;1150;2360;1220;1270;630;230;90;30;"BF5004";"BF5003";"BF50";"BF50"
"Burkina Faso";2006;"Ziro";"Soum";"Centre-Ouest";"Sahel";440;190;250;140;50;160;40;40;10;"BF5004";"BF5603";"BF56";"BF50"
"Burkina Faso";2006;"Ziro";"Sourou";"Centre-Ouest";"Boucle du Mouhoun";60;30;30;10;30;10;0;10;0;"BF5004";"BF4606";"BF46";"BF50"
"Burkina Faso";2006;"Ziro";"Tapoa";"Centre-Ouest";"Est";20;10;10;0;10;0;10;0;0;"BF5004";"BF5205";"BF52";"BF50"
"Burkina Faso";2006;"Ziro";"Yatenga";"Centre-Ouest";"Nord";1930;800;1130;150;490;450;490;290;60;"BF5004";"BF5403";"BF54";"BF50"
"Burkina Faso";2006;"Ziro";"Zoundweogo";"Centre-Ouest";"Centre-Sud";480;220;260;150;200;70;30;30;0;"BF5004";"BF5103";"BF51";"BF50"
"Burkina Faso";2006;"Ziro";"Bale";"Centre-Ouest";"Boucle du Mouhoun";360;120;240;60;160;70;70;0;0;"BF5004";"BF4601";"BF46";"BF50"
"Burkina Faso";2006;"Ziro";"Banwa";"Centre-Ouest";"Boucle du Mouhoun";50;10;40;10;20;20;0;0;0;"BF5004";"BF4602";"BF46";"BF50"
"Burkina Faso";2006;"Ziro";"Ioba";"Centre-Ouest";"Sud-Ouest";150;50;100;70;40;20;20;0;0;"BF5004";"BF5702";"BF57";"BF50"
"Burkina Faso";2006;"Ziro";"Komandjoari";"Centre-Ouest";"Est";10;10;0;0;10;0;0;0;0;"BF5004";"BF5203";"BF52";"BF50"
"Burkina Faso";2006;"Ziro";"Kompienga";"Centre-Ouest";"Est";10;10;0;0;0;10;0;0;0;"BF5004";"BF5204";"BF52";"BF50"
"Burkina Faso";2006;"Ziro";"Koulpelogo";"Centre-Ouest";"Centre-Est";30;10;20;10;10;10;0;0;0;"BF5004";"BF4802";"BF48";"BF50"
"Burkina Faso";2006;"Ziro";"Kourweogo";"Centre-Ouest";"Plateau";3250;1420;1830;370;890;950;690;280;70;"BF5004";"BF5502";"BF55";"BF50"
"Burkina Faso";2006;"Ziro";"Loroum";"Centre-Ouest";"Nord";160;80;80;50;50;50;10;0;0;"BF5004";"BF5401";"BF54";"BF50"
